gbifID,scientificName,species,vernacularName,kingdom,phylum,class,order,family,genus,taxonRank,taxonKey,speciesKey,iucnRedListCategory,iucnRedListStatus,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locality,municipality,district,basisOfRecord,individualCount,establishmentMeans,recordedBy,identifiedBy,institutionCode,collectionCode,catalogNumber,datasetKey,license,issue,directive,annex
5284870440,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,2007-11-30,2007,11,30,42.227034,20.818232,7071,0,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284870432,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2007-11-30,2007,11,30,42.227162,21.06059,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284870431,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2007-11-30,2007,11,30,42.674728,20.206709,7071,0,,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284870429,"Phengaris arion (Linnaeus, 1758)",Maculinea arion,Large Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,SPECIES,4535168,1922311,NT,Near Threatened,2007-11-30,2007,11,30,43.217637,20.815317,7071,0,,Leposaviq / Leposavić,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284870390,"Polyommatus eros (Ochsenheimer, 1808)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,5140244,5140244,NE,Not Evaluated,2002-11-30,2002,11,30,42.31594,20.453929,7071,0,,Gjakova / Đakovica,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284870384,"Phengaris arion (Linnaeus, 1758)",Maculinea arion,Large Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,SPECIES,4535168,1922311,NT,Near Threatened,2002-11-30,2002,11,30,42.58468,20.207852,7071,0,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284870355,"Polyommatus eros (Ochsenheimer, 1808)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,5140244,5140244,NE,Not Evaluated,1994-11-30,1994,11,30,42.226394,20.575878,7071,1714,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P., Živić, N. (1995) Kosovo Metohija. GPMB",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284869812,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2002-11-30,2002,11,30,42.227162,21.06059,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284869810,"Polyommatus eros (Ochsenheimer, 1808)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,5140244,5140244,NE,Not Evaluated,2002-11-30,2002,11,30,42.227162,21.06059,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284869802,"Lycaena dispar (Haworth, 1803)",Lycaena dispar,Large Copper,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,SPECIES,1929270,1929270,NT,Near Threatened,2002-11-30,2002,11,30,42.226778,21.302946,7071,0,,Kaçanik / Kačanik,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284869799,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,2002-11-30,2002,11,30,42.13697,20.818489,7071,0,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284869564,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,1987-11-30,1987,11,30,42.227162,21.06059,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284869562,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,1987-11-30,1987,11,30,42.586625,21.426555,7071,0,,Novobërda / Novo Brdo,Prishtinë / Priština,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284869559,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,1987-11-30,1987,11,30,42.227162,21.06059,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284866350,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2002-11-30,2002,11,30,42.226778,21.302946,7071,0,,Kaçanik / Kačanik,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284866337,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2002-11-30,2002,11,30,42.583773,20.085997,7071,0,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864717,"Phengaris arion (Linnaeus, 1758)",Maculinea arion,Large Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,SPECIES,4535168,1922311,NT,Near Threatened,2007-11-30,2007,11,30,42.227162,20.93941,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864682,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2002-11-30,2002,11,30,42.316839,21.303378,7071,0,,Viti / Vitina,Gjilan / Gnjilane,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864674,"Phengaris arion (Linnaeus, 1758)",Maculinea arion,Large Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,SPECIES,4535168,1922311,NT,Near Threatened,2002-11-30,2002,11,30,42.227034,21.181768,7071,0,,Kaçanik / Kačanik,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864669,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2002-11-30,2002,11,30,42.494631,20.20899,7071,0,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864622,"Fabriciana niobe (Linnaeus, 1761)",Fabriciana niobe,Niobe Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,SPECIES,8078362,8078362,NE,Not Evaluated,1994-11-30,1994,11,30,42.673818,20.084679,7071,1179,,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,,,"Jakšić, P., Živić, N. (1995) Kosovo Metohija. GPMB",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864544,"Apatura ilia (Denis & Schiffermüller) , 1775",Apatura ilia,Kleiner Schillerfalter,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Apatura,SPECIES,8138711,8138711,NE,Not Evaluated,1987-11-30,1987,11,30,42.947489,20.816126,7071,0,,Zveçan / Zvečan,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284864490,"Aricia anteros (Freyer, 1838)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,9195563,5140244,NE,Not Evaluated,1987-11-30,1987,11,30,42.226394,20.575878,7071,0,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284860774,"Phengaris arion (Linnaeus, 1758)",Maculinea arion,Large Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,SPECIES,4535168,1922311,NT,Near Threatened,2007-11-30,2007,11,30,42.317224,20.939324,7071,0,,Suharekë / Suva Reka,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284860738,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2002-11-30,2002,11,30,42.406898,21.303811,7071,0,,Viti / Vitina,Gjilan / Gnjilane,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284860725,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2002-11-30,2002,11,30,42.58468,20.207852,7071,0,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284860687,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,1994-11-30,1994,11,30,42.677329,21.183075,7071,605,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,"Jakšić, P., Živić, N. (1995) Kosovo Metohija. GPMB",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284860682,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,1994-11-30,1994,11,30,42.136715,21.302516,7071,387,,Kaçanik / Kačanik,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P., Živić, N. (1995) Kosovo Metohija. GPMB",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284860681,"Pseudophilotes bavius (Ivirsmann, 1832)",Pseudophilotes bavius,Bavius Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Pseudophilotes,SPECIES,4535092,4535092,NE,Not Evaluated,1994-11-30,1994,11,30,42.227034,20.818232,7071,943,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P., Živić, N. (1995) Kosovo Metohija. GPMB",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284860602,"Apatura ilia (Denis & Schiffermüller) , 1775",Apatura ilia,Kleiner Schillerfalter,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Apatura,SPECIES,8138711,8138711,NE,Not Evaluated,1987-11-30,1987,11,30,43.03754,20.815858,7071,0,,Leposaviq / Leposavić,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284860548,"Aricia anteros (Freyer, 1838)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,9195563,5140244,NE,Not Evaluated,1987-11-30,1987,11,30,41.866519,20.698761,7071,0,,Dragash / Dragaš,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. (1988) Karte dnevnih leptira YU",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284857471,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,2007-11-30,2007,11,30,42.316453,20.575274,7071,0,,Gjakova / Đakovica,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284857465,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2007-11-30,2007,11,30,42.317224,20.939324,7071,0,,Suharekë / Suva Reka,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284857464,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2007-11-30,2007,11,30,42.227162,20.93941,7071,0,,Shtërpcë / Štrpce,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284857463,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2007-11-30,2007,11,30,42.58468,20.207852,7071,0,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284857460,"Phengaris arion (Linnaeus, 1758)",Maculinea arion,Large Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Maculinea,SPECIES,4535168,1922311,NT,Near Threatened,2007-11-30,2007,11,30,42.856783,20.57159,7071,0,,Istog / Istok,Pejë / Peć,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284857451,"Aricia anteros (Freyer, 1838)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,9195563,5140244,NE,Not Evaluated,1998-11-30,1998,11,30,42.677329,21.183075,7071,0,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284857418,"Polyommatus eros (Ochsenheimer, 1808)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,5140244,5140244,NE,Not Evaluated,2002-11-30,2002,11,30,43.217637,20.815317,7071,0,,Leposaviq / Leposavić,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284857372,"Apatura ilia (Denis & Schiffermüller) , 1775",Apatura ilia,Kleiner Schillerfalter,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Apatura,SPECIES,8138711,8138711,NE,Not Evaluated,1994-11-30,1994,11,30,42.677329,21.183075,7071,605,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,"Jakšić, P., Živić, N. (1995) Kosovo Metohija. GPMB",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284856078,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,2007-11-30,2007,11,30,43.127589,20.815588,7071,0,,Leposaviq / Leposavić,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284856065,"Lycaena dispar (Haworth, 1803)",Lycaena dispar,Large Copper,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,SPECIES,1929270,1929270,NT,Near Threatened,1998-11-30,1998,11,30,42.496569,21.425943,7071,0,,Gjilani / Gnjilane,Gjilan / Gnjilane,HUMAN_OBSERVATION,,,"Jakšić, P. [ed.] (2008) PBA in Serbia",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284856028,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2002-11-30,2002,11,30,41.956586,20.698337,7071,0,,Dragash / Dragaš,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
5284856025,"Polyommatus eros (Ochsenheimer, 1808)",Polyommatus eros,Eros Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,SPECIES,5140244,5140244,NE,Not Evaluated,2002-11-30,2002,11,30,42.137098,20.939496,7071,0,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284856018,"Lycaena dispar (Haworth, 1803)",Lycaena dispar,Large Copper,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,SPECIES,1929270,1929270,NT,Near Threatened,2002-11-30,2002,11,30,42.405353,20.331633,7071,0,,Gjakova / Đakovica,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,II; IV
5284856015,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,2002-11-30,2002,11,30,42.136715,20.697484,7071,0,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,"Jakšić, P. (2003) Crvena knjiga d leptira Srbije",,HabiProt,,,d92e92e0-8d20-4756-a60b-3746f408c14c,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,Habitats,IV
