gbifID,scientificName,species,vernacularName,kingdom,phylum,class,order,family,genus,taxonRank,taxonKey,speciesKey,iucnRedListCategory,iucnRedListStatus,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locality,municipality,district,protectedArea,protectedAreaDesignation,strictlyProtected,basisOfRecord,individualCount,establishmentMeans,recordedBy,identifiedBy,institutionCode,collectionCode,catalogNumber,datasetKey,license,issue
5400916184,"Ardea cinerea Linnaeus, 1758",Ardea cinerea,Grey Heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SPECIES,9797180,9797180,LC,Least Concern,2024-05-19,2024,5,19,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,2,,obsr4241512,,CLO,EBIRD,OBS2171636623,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5400810057,"Cyanistes caeruleus (Linnaeus, 1758)",Cyanistes caeruleus,Eurasian Blue Tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,SPECIES,2487879,2487879,LC,Least Concern,2024-07-27,2024,7,27,42.612316,20.044312,,,Gago's Wooden House,Deçan / Dečani,Gjakovë / Đakovica,,,FALSE,HUMAN_OBSERVATION,1,,obsr2557945,,CLO,EBIRD,OBS2349830770,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5400750817,"Motacilla flava Linnaeus, 1758",Motacilla flava,Western Yellow Wagtail,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,SPECIES,9701857,9701857,LC,Least Concern,2024-08-26,2024,8,26,42.35902,20.509405,,,"Bishtazhin (42,359, 20,509)",Rahovec / Orahovac,Gjakovë / Đakovica,,,FALSE,HUMAN_OBSERVATION,1,,obsr3632928,,CLO,EBIRD,OBS2415145686,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5400320952,"Picus viridis Linnaeus, 1758",Picus viridis,European Green Woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,SPECIES,2478523,2478523,LC,Least Concern,2024-08-31,2024,8,31,42.162754,21.263626,,,"UCK, Pustenik (42,163, 21,264)",Kaçanik / Kačanik,Ferizaj / Uroševac,,,FALSE,HUMAN_OBSERVATION,1,,obsr3632928,,CLO,EBIRD,OBS2427445731,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5400140589,"Apus apus (Linnaeus, 1758)",Apus apus,Common Swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,SPECIES,5228676,5228676,LC,Least Concern,2024-06-18,2024,6,18,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,1,,obsr511948,,CLO,EBIRD,OBS2253979115,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5400135187,"Motacilla flava Linnaeus, 1758",Motacilla flava,Western Yellow Wagtail,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,SPECIES,9701857,9701857,LC,Least Concern,2024-04-28,2024,4,28,42.595234,21.1074,,,Gračanica,Prishtinë / Priština,Prishtinë / Priština,,,FALSE,HUMAN_OBSERVATION,5,,obsr4241512,,CLO,EBIRD,OBS2099888413,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5400121066,"Ciconia ciconia (Linnaeus, 1758)",Ciconia ciconia,White Stork,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,SPECIES,2481912,2481912,LC,Least Concern,2024-06-02,2024,6,2,42.627827,21.073284,,,"Kosovo Polje (42.628, 21.073)",Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,,,FALSE,HUMAN_OBSERVATION,1,,obsr891783,,CLO,EBIRD,OBS2211833298,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5399981251,"Phylloscopus trochilus (Linnaeus, 1758)",Phylloscopus trochilus,Willow Warbler,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,SPECIES,2493052,2493052,LC,Least Concern,2024-08-26,2024,8,26,42.35902,20.509405,,,"Bishtazhin (42,359, 20,509)",Rahovec / Orahovac,Gjakovë / Đakovica,,,FALSE,HUMAN_OBSERVATION,1,,obsr3632928,,CLO,EBIRD,OBS2415145694,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5399613784,"Hirundo rustica Linnaeus, 1758",Hirundo rustica,Barn Swallow,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,SPECIES,9515886,9515886,LC,Least Concern,2024-06-08,2024,6,8,42.750164,20.556496,,,"Rrugë pa emër, Veriq (42.75, 20.556)",Istog / Istok,Pejë / Peć,,,FALSE,HUMAN_OBSERVATION,12,,obsr891783,,CLO,EBIRD,OBS2227479039,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
5399489151,"Poecile lugubris (Temminck, 1820)",Poecile lugubris,Sombre Tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,SPECIES,2487857,2487857,LC,Least Concern,2019-09-02,2019,9,2,42.218708,20.761232,,,Hills W Gerncar,Prizreni / Prizren,Prizren,,,FALSE,HUMAN_OBSERVATION,5,,obsr3459667,,CLO,EBIRD,OBS1983642350,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
