gbifID,scientificName,species,vernacularName,kingdom,phylum,class,order,family,genus,taxonRank,taxonKey,speciesKey,iucnRedListCategory,iucnRedListStatus,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locality,municipality,district,protectedArea,protectedAreaDesignation,strictlyProtected,basisOfRecord,individualCount,establishmentMeans,recordedBy,identifiedBy,institutionCode,collectionCode,catalogNumber,datasetKey,license,issue,directive,annex
3284801967,"Aythya nyroca (Güldenstädt, 1770)",Aythya nyroca,Ferruginous Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,SPECIES,2498259,2498259,NT,Near Threatened,2020-11-06,2020,11,6,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,1,,obsr1505715,,CLO,EBIRD,OBS1007818189,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3284788755,"Nycticorax nycticorax (Linnaeus, 1758)",Nycticorax nycticorax,Black-Crowned Night Heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,SPECIES,2480863,2480863,LC,Least Concern,2020-07-11,2020,7,11,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,4,,obsr1760945,,CLO,EBIRD,OBS954814464,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3284664976,"Egretta garzetta (Linnaeus, 1766)",Egretta garzetta,Little Egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,SPECIES,2480876,2480876,LC,Least Concern,2020-06-30,2020,6,30,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,2,,obsr1505715,,CLO,EBIRD,OBS949962370,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3284629616,"Circus aeruginosus (Linnaeus, 1758)",Circus aeruginosus,Western Marsh Harrier,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,SPECIES,2480482,2480482,LC,Least Concern,2020-07-13,2020,7,13,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,1,,obsr1505715,,CLO,EBIRD,OBS955556044,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3284337302,"Ciconia ciconia (Linnaeus, 1758)",Ciconia ciconia,White Stork,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,SPECIES,2481912,2481912,LC,Least Concern,2020-07-14,2020,7,14,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,3,,obsr1505715,,CLO,EBIRD,OBS956080589,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3284213525,"Circus aeruginosus (Linnaeus, 1758)",Circus aeruginosus,Western Marsh Harrier,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,SPECIES,2480482,2480482,LC,Least Concern,2020-06-26,2020,6,26,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,2,,obsr1505715,,CLO,EBIRD,OBS948122896,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3284177534,"Nycticorax nycticorax (Linnaeus, 1758)",Nycticorax nycticorax,Black-Crowned Night Heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,SPECIES,2480863,2480863,LC,Least Concern,2020-07-18,2020,7,18,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,5,,obsr1505715,,CLO,EBIRD,OBS957583550,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3283919555,"Circus cyaneus (Linnaeus, 1766)",Circus cyaneus,Hen Harrier,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,SPECIES,2480487,2480487,LC,Least Concern,2020-12-19,2020,12,19,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,1,,obsr1505715,,CLO,EBIRD,OBS1031369962,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3283859336,"Egretta garzetta (Linnaeus, 1766)",Egretta garzetta,Little Egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,SPECIES,2480876,2480876,LC,Least Concern,2020-06-27,2020,6,27,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,3,,obsr1505715,,CLO,EBIRD,OBS948571071,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
3283709139,"Ardea purpurea Linnaeus, 1766",Ardea purpurea,Purple Heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SPECIES,2480934,2480934,LC,Least Concern,2020-07-21,2020,7,21,42.579243,21.048304,,,Ligatinat e Henc (Henc Wetland),Fushë Kosovë / Kosovo Polje,Prishtinë / Priština,Ligatina e Hencit/ Radevës,Wetlands,FALSE,HUMAN_OBSERVATION,2,,obsr1505715,,CLO,EBIRD,OBS958777346,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND,Birds,I
