scientific_name,directive,annex,priority,listing_type,gbif_usage_key,gbif_species_key,match_type,matched_rank,kingdom,class,genus,alternative_name,source_celex,verbatim_entry
Discula leacockiana,Habitats,II,FALSE,taxon,5783346,10582104,EXACT,SPECIES,Animalia,Gastropoda,Wollastonaria,,01992L0043-20130701,Discula leacockiana
Discula tabellata,Habitats,II,FALSE,taxon,5780146,5780146,EXACT,SPECIES,Animalia,Gastropoda,Discula,,01992L0043-20130701,Discula tabellata
Discus guerinianus,Habitats,II,FALSE,taxon,5781468,9310110,EXACT,SPECIES,Animalia,Gastropoda,Atlantica,,01992L0043-20130701,Discus guerinianus
Distichophyllum carinatum,Habitats,II,FALSE,taxon,5280094,12182921,EXACT,SPECIES,Plantae,Bryopsida,Daltonia,,01992L0043-20130701,Distichophyllum carinatum
Dorcadion fulvum cervae,Habitats,II,FALSE,taxon,8979778,8295936,EXACT,SUBSPECIES,Animalia,Insecta,Dorcadion,,01992L0043-20130701,Dorcadion fulvum cervae
Dorycnium spectabile,Habitats,II,TRUE,taxon,3972742,5356950,EXACT,SPECIES,Plantae,Magnoliopsida,Lotus,,01992L0043-20130701,* Dorycnium spectabile
Draba cacuminum,Habitats,II,FALSE,taxon,3050152,3050152,EXACT,SPECIES,Plantae,Magnoliopsida,Draba,,01992L0043-20130701,Draba cacuminum
Draba cinerea,Habitats,II,FALSE,taxon,3049489,3049489,EXACT,SPECIES,Plantae,Magnoliopsida,Draba,,01992L0043-20130701,Draba cinerea
Draba dorneri,Habitats,II,FALSE,taxon,3050158,3050158,EXACT,SPECIES,Plantae,Magnoliopsida,Draba,,01992L0043-20130701,Draba dorneri
Dracocephalum austriacum,Habitats,II,FALSE,taxon,3903269,3903269,EXACT,SPECIES,Plantae,Magnoliopsida,Dracocephalum,,01992L0043-20130701,Dracocephalum austriacum
Drepanocladus vernicosus,Habitats,II,FALSE,taxon,5710895,2681714,EXACT,SPECIES,Plantae,Bryopsida,Hamatocaulis,,01992L0043-20130701,Drepanocladus (Hamatocaulis) vernicosus
Dryopteris corleyi,Habitats,II,TRUE,taxon,5654715,5654715,EXACT,SPECIES,Plantae,Polypodiopsida,Dryopteris,,01992L0043-20130701,* Dryopteris corleyi
Dryopteris fragans,Habitats,II,FALSE,taxon,5275131,5275131,VARIANT,SPECIES,Plantae,Polypodiopsida,Dryopteris,,01992L0043-20130701,Dryopteris fragans
Duvalius gebhardti,Habitats,II,FALSE,taxon,4477514,4477514,EXACT,SPECIES,Animalia,Insecta,Duvalius,,01992L0043-20130701,Duvalius gebhardti
Duvalius hungaricus,Habitats,II,FALSE,taxon,4477266,4477266,EXACT,SPECIES,Animalia,Insecta,Duvalius,,01992L0043-20130701,Duvalius hungaricus
Dytiscus latissimus,Habitats,II,FALSE,taxon,4470292,4470292,EXACT,SPECIES,Animalia,Insecta,Dytiscus,,01992L0043-20130701,Dytiscus latissimus
Echinodium spinosum,Habitats,II,TRUE,taxon,2675958,2675958,EXACT,SPECIES,Plantae,Bryopsida,Echinodium,,01992L0043-20130701,* Echinodium spinosum
Echium candicans,Habitats,II,FALSE,taxon,7551118,7551118,EXACT,SPECIES,Plantae,Magnoliopsida,Echium,,01992L0043-20130701,Echium candicans
Echium gentianoides,Habitats,II,TRUE,taxon,4059020,4067595,EXACT,SPECIES,Plantae,Magnoliopsida,Echium,,01992L0043-20130701,* Echium gentianoides
Echium russicum,Habitats,II,FALSE,taxon,4067889,4067889,EXACT,SPECIES,Plantae,Magnoliopsida,Echium,,01992L0043-20130701,Echium russicum
Elaphe quatuorlineata,Habitats,II,FALSE,taxon,9099408,9099408,EXACT,SPECIES,Animalia,Squamata,Elaphe,,01992L0043-20130701,Elaphe quatuorlineata
Elaphe situla,Habitats,II,FALSE,taxon,8035896,2458374,EXACT,SPECIES,Animalia,Squamata,Zamenis,,01992L0043-20130701,Elaphe situla
Elatine gussonei,Habitats,II,FALSE,taxon,7550532,7550532,EXACT,SPECIES,Plantae,Magnoliopsida,Elatine,,01992L0043-20130701,Elatine gussonei
Eleocharis carniolica,Habitats,II,FALSE,taxon,2717871,2717871,EXACT,SPECIES,Plantae,Liliopsida,Eleocharis,,01992L0043-20130701,Eleocharis carniolica
Elona quimperiana,Habitats,II,FALSE,taxon,5782993,5782993,EXACT,SPECIES,Animalia,Gastropoda,Elona,,01992L0043-20130701,Elona quimperiana
Emys orbicularis,Habitats,II,FALSE,taxon,8909809,8909809,EXACT,SPECIES,Animalia,Testudines,Emys,,01992L0043-20130701,Emys orbicularis
Encalypta mutica,Habitats,II,FALSE,taxon,5280170,5280170,EXACT,SPECIES,Plantae,Bryopsida,Encalypta,,01992L0043-20130701,Encalypta mutica
Erannis ankeraria,Habitats,II,FALSE,taxon,1956627,1956627,EXACT,SPECIES,Animalia,Insecta,Erannis,,01992L0043-20130701,Erannis ankeraria
Erebia calcaria,Habitats,II,FALSE,taxon,5135314,8233062,VARIANT,SPECIES,Animalia,Insecta,Erebia,,01992L0043-20130701,Erebia calcaria
Erebia christi,Habitats,II,FALSE,taxon,5134777,5134777,EXACT,SPECIES,Animalia,Insecta,Erebia,,01992L0043-20130701,Erebia christi
Erebia medusa polaris,Habitats,II,FALSE,taxon,12261023,8314088,EXACT,SUBSPECIES,Animalia,Insecta,Erebia,,01992L0043-20130701,Erebia medusa polaris
Erica scoparia azorica,Habitats,II,FALSE,taxon,5682911,5682827,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Erica,,01992L0043-20130701,Erica scoparia azorica
Erigeron frigidus,Habitats,II,FALSE,taxon,7444427,7444427,EXACT,SPECIES,Plantae,Magnoliopsida,Erigeron,,01992L0043-20130701,Erigeron frigidus
Eriogaster catax,Habitats,II,FALSE,taxon,4525268,4525268,EXACT,SPECIES,Animalia,Insecta,Eriogaster,,01992L0043-20130701,Eriogaster catax
Erodium astragaloides,Habitats,II,TRUE,taxon,3828671,3828671,EXACT,SPECIES,Plantae,Magnoliopsida,Erodium,,01992L0043-20130701,* Erodium astragaloides
Erodium paularense,Habitats,II,FALSE,taxon,3826450,3826450,EXACT,SPECIES,Plantae,Magnoliopsida,Erodium,,01992L0043-20130701,Erodium paularense
Erodium rupicola,Habitats,II,TRUE,taxon,3826194,3826194,EXACT,SPECIES,Plantae,Magnoliopsida,Erodium,,01992L0043-20130701,* Erodium rupicola
Erucastrum palustre,Habitats,II,FALSE,taxon,5375519,5375519,EXACT,SPECIES,Plantae,Magnoliopsida,Erucastrum,,01992L0043-20130701,Erucastrum palustre
Eryngium alpinum,Habitats,II,FALSE,taxon,3633778,3633778,EXACT,SPECIES,Plantae,Magnoliopsida,Eryngium,,01992L0043-20130701,Eryngium alpinum
Eryngium viviparum,Habitats,II,TRUE,taxon,3641026,3641026,EXACT,SPECIES,Plantae,Magnoliopsida,Eryngium,,01992L0043-20130701,* Eryngium viviparum
Erysimum pieninicum,Habitats,II,TRUE,taxon,3048477,3048474,EXACT,SPECIES,Plantae,Magnoliopsida,Erysimum,,01992L0043-20130701,* Erysimum pieninicum
Eudontomyzon,Habitats,II,FALSE,taxon,2421301,,EXACT,GENUS,Animalia,Petromyzonti,Eudontomyzon,,01992L0043-20130701,Eudontomyzon
Euphorbia handiensis,Habitats,II,TRUE,taxon,3067114,3067114,EXACT,SPECIES,Plantae,Magnoliopsida,Euphorbia,,01992L0043-20130701,* Euphorbia handiensis
Euphorbia lambii,Habitats,II,FALSE,taxon,3064111,3064110,EXACT,SPECIES,Plantae,Magnoliopsida,Euphorbia,,01992L0043-20130701,Euphorbia lambii
Euphorbia margalidiana,Habitats,II,TRUE,taxon,3065201,3065201,EXACT,SPECIES,Plantae,Magnoliopsida,Euphorbia,,01992L0043-20130701,* Euphorbia margalidiana
Euphorbia stygiana,Habitats,II,FALSE,taxon,3069679,3069679,EXACT,SPECIES,Plantae,Magnoliopsida,Euphorbia,,01992L0043-20130701,Euphorbia stygiana
Euphorbia transtagana,Habitats,II,FALSE,taxon,3068150,3068150,EXACT,SPECIES,Plantae,Magnoliopsida,Euphorbia,,01992L0043-20130701,Euphorbia transtagana
Euphrasia azorica,Habitats,II,TRUE,taxon,3740173,3740173,EXACT,SPECIES,Plantae,Magnoliopsida,Euphrasia,,01992L0043-20130701,* Euphrasia azorica
Euphrasia genargentea,Habitats,II,TRUE,taxon,8958744,7958564,EXACT,SPECIES,Plantae,Magnoliopsida,Euphrasia,,01992L0043-20130701,* Euphrasia genargentea
Euphrasia grandiflora,Habitats,II,FALSE,taxon,3738598,3738598,EXACT,SPECIES,Plantae,Magnoliopsida,Euphrasia,,01992L0043-20130701,Euphrasia grandiflora
Euphrasia marchesettii,Habitats,II,FALSE,taxon,3737855,3737855,EXACT,SPECIES,Plantae,Magnoliopsida,Euphrasia,,01992L0043-20130701,Euphrasia marchesettii
Euphydryas aurinia,Habitats,II,FALSE,taxon,4535809,4535809,EXACT,SPECIES,Animalia,Insecta,Euphydryas,,01992L0043-20130701,"Euphydryas (Eurodryas, Hypodryas) aurinia"
Ferula latipinna,Habitats,II,FALSE,taxon,3637808,3637808,EXACT,SPECIES,Plantae,Magnoliopsida,Ferula,,01992L0043-20130701,Ferula latipinna
Ferula sadleriana,Habitats,II,TRUE,taxon,3636648,3636648,EXACT,SPECIES,Plantae,Magnoliopsida,Ferula,,01992L0043-20130701,* Ferula sadleriana
Festuca brigantina,Habitats,II,FALSE,taxon,4127331,4127331,EXACT,SPECIES,Plantae,Liliopsida,Festuca,,01992L0043-20130701,Festuca brigantina
Festuca duriotagana,Habitats,II,FALSE,taxon,4125030,4125030,EXACT,SPECIES,Plantae,Liliopsida,Festuca,,01992L0043-20130701,Festuca duriotagana
Festuca elegans,Habitats,II,FALSE,taxon,4124641,4124641,EXACT,SPECIES,Plantae,Liliopsida,Festuca,,01992L0043-20130701,Festuca elegans
Festuca henriquesii,Habitats,II,FALSE,taxon,5941045,5941045,EXACT,SPECIES,Plantae,Liliopsida,Festuca,,01992L0043-20130701,Festuca henriquesii
Festuca summilusitana,Habitats,II,FALSE,taxon,4113010,4113010,EXACT,SPECIES,Plantae,Liliopsida,Festuca,,01992L0043-20130701,Festuca summilusitana
Frangula azorica,Habitats,II,FALSE,taxon,7930611,7930611,EXACT,SPECIES,Plantae,Magnoliopsida,Frangula,,01992L0043-20130701,Frangula azorica
Galemys pyrenaicus,Habitats,II,FALSE,taxon,5219516,5219516,EXACT,SPECIES,Animalia,Mammalia,Galemys,,01992L0043-20130701,Galemys pyrenaicus
Galium cracoviense,Habitats,II,FALSE,taxon,2914482,2914482,EXACT,SPECIES,Plantae,Magnoliopsida,Galium,,01992L0043-20130701,Galium cracoviense
Galium litorale,Habitats,II,TRUE,taxon,2914154,2914154,EXACT,SPECIES,Plantae,Magnoliopsida,Galium,,01992L0043-20130701,* Galium litorale
Galium moldavicum,Habitats,II,FALSE,taxon,2913153,2913153,EXACT,SPECIES,Plantae,Magnoliopsida,Galium,,01992L0043-20130701,Galium moldavicum
Galium sudeticum,Habitats,II,TRUE,taxon,2915084,2915084,EXACT,SPECIES,Plantae,Magnoliopsida,Galium,,01992L0043-20130701,* Galium sudeticum
Galium viridiflorum,Habitats,II,TRUE,taxon,2913980,2913980,EXACT,SPECIES,Plantae,Magnoliopsida,Galium,,01992L0043-20130701,* Galium viridiflorum
Gallotia galloti insulanagae,Habitats,II,FALSE,taxon,6159132,8682680,EXACT,SUBSPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,Gallotia galloti insulanagae
Gallotia simonyi,Habitats,II,TRUE,taxon,2468673,2468673,EXACT,SPECIES,Animalia,Squamata,Gallotia,,01992L0043-20130701,* Gallotia simonyi
Gaudinia hispanica,Habitats,II,FALSE,taxon,5672463,5672463,EXACT,SPECIES,Plantae,Liliopsida,Gaudinia,,01992L0043-20130701,Gaudinia hispanica
Genista dorycnifolia,Habitats,II,FALSE,taxon,5347679,5347679,EXACT,SPECIES,Plantae,Magnoliopsida,Genista,,01992L0043-20130701,Genista dorycnifolia
Genista holopetala,Habitats,II,FALSE,taxon,5347723,5347723,EXACT,SPECIES,Plantae,Magnoliopsida,Genista,,01992L0043-20130701,Genista holopetala
Gentiana ligustica,Habitats,II,FALSE,taxon,3838874,3838874,EXACT,SPECIES,Plantae,Magnoliopsida,Gentiana,,01992L0043-20130701,Gentiana ligustica
Gentianella anglica,Habitats,II,FALSE,taxon,7270545,8116170,EXACT,SPECIES,Plantae,Magnoliopsida,Gentianella,,01992L0043-20130701,Gentianella anglica
Gentianella bohemica,Habitats,II,TRUE,taxon,3844100,8482112,EXACT,SPECIES,Plantae,Magnoliopsida,Gentianella,,01992L0043-20130701,* Gentianella bohemica
Geomalacus maculosus,Habitats,II,FALSE,taxon,4564441,4564441,EXACT,SPECIES,Animalia,Gastropoda,Geomalacus,,01992L0043-20130701,Geomalacus maculosus
Geomitra moniziana,Habitats,II,FALSE,taxon,5783290,9380838,EXACT,SPECIES,Animalia,Gastropoda,Craspedaria,,01992L0043-20130701,Geomitra moniziana
Geranium maderense,Habitats,II,TRUE,taxon,2890983,2890983,EXACT,SPECIES,Plantae,Magnoliopsida,Geranium,,01992L0043-20130701,* Geranium maderense
Gibbula nivosa,Habitats,II,FALSE,taxon,5724078,9326566,EXACT,SPECIES,Animalia,Gastropoda,Steromphala,,01992L0043-20130701,Gibbula nivosa
Gladiolus palustris,Habitats,II,FALSE,taxon,2750279,2750279,EXACT,SPECIES,Plantae,Liliopsida,Gladiolus,,01992L0043-20130701,Gladiolus palustris
Globularia ascanii,Habitats,II,TRUE,taxon,5578445,5578445,EXACT,SPECIES,Plantae,Magnoliopsida,Globularia,,01992L0043-20130701,* Globularia ascanii
Globularia sarcophylla,Habitats,II,TRUE,taxon,5578495,5578495,EXACT,SPECIES,Plantae,Magnoliopsida,Globularia,,01992L0043-20130701,* Globularia sarcophylla
Globularia stygia,Habitats,II,TRUE,taxon,5578459,5578459,EXACT,SPECIES,Plantae,Magnoliopsida,Globularia,,01992L0043-20130701,* Globularia stygia
Glyphipterix loricatella,Habitats,II,FALSE,taxon,1829987,1829987,EXACT,SPECIES,Animalia,Insecta,Glyphipterix,,01992L0043-20130701,Glyphipterix loricatella
Gobio albipinnatus,Habitats,II,FALSE,taxon,4409617,2360766,EXACT,SPECIES,Animalia,,Romanogobio,,01992L0043-20130701,Gobio albipinnatus
Gobio kessleri,Habitats,II,FALSE,taxon,4409618,2360785,VARIANT,SPECIES,Animalia,,Romanogobio,,01992L0043-20130701,Gobio kessleri
Gobio uranoscopus,Habitats,II,FALSE,taxon,5205846,2360759,EXACT,SPECIES,Animalia,,Romanogobio,,01992L0043-20130701,Gobio uranoscopus
Gomphus graslinii,Habitats,II,FALSE,taxon,5051921,5051921,EXACT,SPECIES,Animalia,Insecta,Gomphus,,01992L0043-20130701,Gomphus graslinii
Goodyera macrophylla,Habitats,II,FALSE,taxon,2840691,2840691,EXACT,SPECIES,Plantae,Liliopsida,Goodyera,,01992L0043-20130701,Goodyera macrophylla
Gortyna borelii lunata,Habitats,II,FALSE,taxon,6199932,1768308,EXACT,SUBSPECIES,Animalia,Insecta,Gortyna,,01992L0043-20130701,Gortyna borelii lunata
Graellsia isabellae,Habitats,II,FALSE,taxon,5124512,5124512,EXACT,SPECIES,Animalia,Insecta,Graellsia,,01992L0043-20130701,Graellsia isabellae
Graphoderus bilineatus,Habitats,II,FALSE,taxon,4470279,4470279,EXACT,SPECIES,Animalia,Insecta,Graphoderus,,01992L0043-20130701,Graphoderus bilineatus
Gulo gulo,Habitats,II,TRUE,taxon,5219073,5219073,EXACT,SPECIES,Animalia,Mammalia,Gulo,,01992L0043-20130701,* Gulo gulo
Gymnigritella runei,Habitats,II,FALSE,taxon,2840554,2840551,EXACT,SPECIES,Plantae,Liliopsida,Gymnadenia,,01992L0043-20130701,Gymnigritella runei
Gymnocephalus baloni,Habitats,II,FALSE,taxon,2382142,2382142,EXACT,SPECIES,Animalia,,Gymnocephalus,,01992L0043-20130701,Gymnocephalus baloni
Gymnocephalus schraetzer,Habitats,II,FALSE,taxon,5209583,2382143,EXACT,SPECIES,Animalia,,Gymnocephalus,,01992L0043-20130701,Gymnocephalus schraetzer
Gypsophila papillosa,Habitats,II,TRUE,taxon,5586222,5586222,EXACT,SPECIES,Plantae,Magnoliopsida,Gypsophila,,01992L0043-20130701,* Gypsophila papillosa
Halichoerus grypus,Habitats,II,FALSE,taxon,2434806,2434806,EXACT,SPECIES,Animalia,Mammalia,Halichoerus,,01992L0043-20130701,Halichoerus grypus
Halimium verticillatum,Habitats,II,FALSE,taxon,3595815,7331332,EXACT,SPECIES,Plantae,Magnoliopsida,Halimium,,01992L0043-20130701,Halimium verticillatum
Hamatocaulis lapponicus,Habitats,II,FALSE,taxon,9213010,9213010,EXACT,SPECIES,Plantae,Bryopsida,Hamatocaulis,,01992L0043-20130701,Hamatocaulis lapponicus
Helianthemum alypoides,Habitats,II,FALSE,taxon,3595627,3595627,EXACT,SPECIES,Plantae,Magnoliopsida,Helianthemum,,01992L0043-20130701,Helianthemum alypoides
Helianthemum bystropogophyllum,Habitats,II,TRUE,taxon,3596509,3596509,EXACT,SPECIES,Plantae,Magnoliopsida,Helianthemum,,01992L0043-20130701,* Helianthemum bystropogophyllum
Helianthemum caput-felis,Habitats,II,FALSE,taxon,7331423,7331423,EXACT,SPECIES,Plantae,Magnoliopsida,Helianthemum,,01992L0043-20130701,Helianthemum caput-felis
Helichrysum gossypinum,Habitats,II,FALSE,taxon,7379976,7379976,EXACT,SPECIES,Plantae,Magnoliopsida,Helichrysum,,01992L0043-20130701,Helichrysum gossypinum
Helichrysum melitense,Habitats,II,TRUE,taxon,3131272,3131272,EXACT,SPECIES,Plantae,Magnoliopsida,Helichrysum,,01992L0043-20130701,* Helichrysum melitense
Helichrysum monogynum,Habitats,II,FALSE,taxon,3131776,3131776,EXACT,SPECIES,Plantae,Magnoliopsida,Helichrysum,,01992L0043-20130701,Helichrysum monogynum
Helicopsis striata austriaca,Habitats,II,TRUE,taxon,9424015,10152438,EXACT,SUBSPECIES,Animalia,Gastropoda,Helicopsis,,01992L0043-20130701,* Helicopsis striata austriaca
Herniaria algarvica,Habitats,II,FALSE,taxon,3594304,3594304,EXACT,SPECIES,Plantae,Magnoliopsida,Herniaria,,01992L0043-20130701,Herniaria algarvica
Herniaria latifolia litardierei,Habitats,II,TRUE,taxon,3594401,3594336,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Herniaria,,01992L0043-20130701,* Herniaria latifolia litardierei
Herniaria lusitanica berlengiana,Habitats,II,FALSE,taxon,8095200,3594326,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Herniaria,,01992L0043-20130701,Herniaria lusitanica berlengiana
Herniaria maritima,Habitats,II,FALSE,taxon,8228636,8228636,EXACT,SPECIES,Plantae,Magnoliopsida,Herniaria,,01992L0043-20130701,Herniaria maritima
Herzogiella turfacea,Habitats,II,FALSE,taxon,2681914,2681914,EXACT,SPECIES,Plantae,Bryopsida,Herzogiella,,01992L0043-20130701,Herzogiella turfacea
Hesperia comma catena,Habitats,II,FALSE,taxon,7435160,7633472,EXACT,SUBSPECIES,Animalia,Insecta,Hesperia,,01992L0043-20130701,Hesperia comma catena
Himantoglossum adriaticum,Habitats,II,FALSE,taxon,5324944,5324944,EXACT,SPECIES,Plantae,Liliopsida,Himantoglossum,,01992L0043-20130701,Himantoglossum adriaticum
Himantoglossum caprinum,Habitats,II,FALSE,taxon,5324947,5324947,EXACT,SPECIES,Plantae,Liliopsida,Himantoglossum,,01992L0043-20130701,Himantoglossum caprinum
Hippuris tetraphylla,Habitats,II,FALSE,taxon,7939048,7939048,EXACT,SPECIES,Plantae,Magnoliopsida,Hippuris,,01992L0043-20130701,Hippuris tetraphylla
Hladnikia pastinacifolia,Habitats,II,FALSE,taxon,5540289,5540289,EXACT,SPECIES,Plantae,Magnoliopsida,Hladnikia,,01992L0043-20130701,Hladnikia pastinacifolia
Holcus setiglumis duriensis,Habitats,II,FALSE,taxon,5942740,4121520,EXACT,SUBSPECIES,Plantae,Liliopsida,Holcus,,01992L0043-20130701,Holcus setiglumis duriensis
Hucho hucho,Habitats,II,FALSE,taxon,2351413,2351413,EXACT,SPECIES,Animalia,,Hucho,,01992L0043-20130701,Hucho hucho
Hyacinthoides vicentina,Habitats,II,FALSE,taxon,,,HIGHERRANK,GENUS,Plantae,Liliopsida,Hyacinthoides,,01992L0043-20130701,Hyacinthoides vicentina
Hydromantes ambrosii,Habitats,II,FALSE,taxon,4409479,2431455,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) ambrosii
Hydromantes flavus,Habitats,II,FALSE,taxon,4409476,2431457,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) flavus
Hydromantes genei,Habitats,II,FALSE,taxon,9026448,2431672,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) genei
Hydromantes imperialis,Habitats,II,FALSE,taxon,4409478,2431452,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) imperialis
Hydromantes strinatii,Habitats,II,FALSE,taxon,4409480,2431453,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) strinatii
Hydromantes supramontis,Habitats,II,FALSE,taxon,4409477,2431451,EXACT,SPECIES,Animalia,Amphibia,Speleomantes,,01992L0043-20130701,Hydromantes (Speleomantes) supramontis
Hygrohypnum montanum,Habitats,II,FALSE,taxon,2681567,11070341,EXACT,SPECIES,Plantae,Bryopsida,Campylophyllum,,01992L0043-20130701,Hygrohypnum montanum
Hygromia kovacsi,Habitats,II,FALSE,taxon,4564571,4564570,EXACT,SPECIES,Animalia,Gastropoda,Kovacsia,,01992L0043-20130701,Hygromia kovacsi
Hymenophyllum maderensis,Habitats,II,FALSE,taxon,3608170,3608170,VARIANT,SPECIES,Plantae,Polypodiopsida,Hymenophyllum,,01992L0043-20130701,Hymenophyllum maderensis
Hymenostemma pseudanthemis,Habitats,II,FALSE,taxon,3132537,3132537,EXACT,SPECIES,Plantae,Magnoliopsida,Hymenostemma,,01992L0043-20130701,Hymenostemma pseudanthemis
Hyoseris frutescens,Habitats,II,FALSE,taxon,4230403,3134551,EXACT,SPECIES,Plantae,Magnoliopsida,Hyoseris,,01992L0043-20130701,Hyoseris frutescens
Hypericum aciferum,Habitats,II,TRUE,taxon,3711466,3711466,EXACT,SPECIES,Plantae,Magnoliopsida,Hypericum,,01992L0043-20130701,* Hypericum aciferum
Hypochoeris oligocephala,Habitats,II,FALSE,taxon,12024679,3093880,EXACT,SPECIES,Plantae,Magnoliopsida,Hypochaeris,,01992L0043-20130701,Hypochoeris oligocephala
Hypodryas maturna,Habitats,II,FALSE,taxon,1902152,1902152,EXACT,SPECIES,Animalia,Insecta,Hypodryas,,01992L0043-20130701,Hypodryas maturna
Iberis arbuscula,Habitats,II,TRUE,taxon,,,HIGHERRANK,GENUS,Plantae,Magnoliopsida,Iberis,,01992L0043-20130701,* Iberis arbuscula
Iberis procumbens microcarpa,Habitats,II,FALSE,taxon,5377206,5377204,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Iberis,,01992L0043-20130701,Iberis procumbens microcarpa
Iberocypris palaciosi,Habitats,II,FALSE,taxon,2365679,2365679,EXACT,SPECIES,Animalia,,Iberocypris,,01992L0043-20130701,Iberocypris palaciosi
Idiomela subplicata,Habitats,II,FALSE,taxon,4564225,4564225,EXACT,SPECIES,Animalia,Gastropoda,Idiomela,,01992L0043-20130701,Idiomela (Helix) subplicata
Iris aphylla hungarica,Habitats,II,FALSE,taxon,8302509,5298613,EXACT,SUBSPECIES,Plantae,Liliopsida,Iris,,01992L0043-20130701,Iris aphylla hungarica
Iris humilis arenaria,Habitats,II,FALSE,taxon,5298817,5298814,EXACT,SUBSPECIES,Plantae,Liliopsida,Iris,,01992L0043-20130701,Iris humilis arenaria
Isoetes azorica,Habitats,II,FALSE,taxon,10957950,10957950,EXACT,SPECIES,Plantae,Lycopodiopsida,Isoetes,,01992L0043-20130701,Isoetes azorica
Isoetes boryana,Habitats,II,FALSE,taxon,7313107,7313107,EXACT,SPECIES,Plantae,Lycopodiopsida,Isoetes,,01992L0043-20130701,Isoetes boryana
Isoetes malinverniana,Habitats,II,FALSE,taxon,7355662,7355662,EXACT,SPECIES,Plantae,Lycopodiopsida,Isoetes,,01992L0043-20130701,Isoetes malinverniana
Isophya costata,Habitats,II,FALSE,taxon,1684375,1684375,EXACT,SPECIES,Animalia,Insecta,Isophya,,01992L0043-20130701,Isophya costata
Isophya harzi,Habitats,II,FALSE,taxon,1684370,1684370,EXACT,SPECIES,Animalia,Insecta,Isophya,,01992L0043-20130701,Isophya harzi
Isophya stysi,Habitats,II,FALSE,taxon,1684312,1684312,EXACT,SPECIES,Animalia,Insecta,Isophya,,01992L0043-20130701,Isophya stysi
Isoplexis chalcantha,Habitats,II,TRUE,taxon,3741191,8013319,EXACT,SPECIES,Plantae,Magnoliopsida,Digitalis,,01992L0043-20130701,* Isoplexis chalcantha
Isoplexis isabelliana,Habitats,II,FALSE,taxon,3741185,5559164,EXACT,SPECIES,Plantae,Magnoliopsida,Digitalis,,01992L0043-20130701,Isoplexis isabelliana
Jasione crispa serpentinica,Habitats,II,FALSE,taxon,3165731,3165618,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Jasione,,01992L0043-20130701,Jasione crispa serpentinica
