datasetKey,datasetTitle,datasetDOI,datasetLicense,publisherKey,publisher
84b18cce-083a-4464-bee8-25b2083a17cd,Natural History Collections of the Faculty of Biology AMU,10.15468/54hgbz,http://creativecommons.org/licenses/by/4.0/legalcode,5480dea7-2a71-409b-a832-cbc5f1b5a2e6,Adam Mickiewicz University in Poznań
b740eaa0-0679-41dc-acb7-990d562dfa37,Meise Botanic Garden Herbarium (BR),10.15468/wrthhx,http://creativecommons.org/licenses/by/4.0/legalcode,a344ee9f-f1b7-4761-be2c-58ee6d741395,Meise Botanic Garden
e0459621-92c2-40ac-9934-72b3b1384dc3,NHMD Entomology Collection,10.15468/nnobcm,http://creativecommons.org/licenses/by/4.0/legalcode,2e7df380-8356-4533-bcb3-5459e23c794e,Natural History Museum of Denmark
402a90d1-8180-43c4-bd7d-5799d2da6e7f,"Diptera Holarctic (MZH/Luomus, Helsinki, Finland)",10.15468/jkhnnu,http://creativecommons.org/licenses/by/4.0/legalcode,39adeab9-6ec9-4c56-801e-7144d0eb630c,Finnish Museum of Natural History - Zoology Unit
2a1034af-7400-4e8c-b21b-3837926a9682,Coleoptera Palaearctic (Luomus) (PC),10.15468/vvf3sv,http://creativecommons.org/licenses/by/4.0/legalcode,39adeab9-6ec9-4c56-801e-7144d0eb630c,Finnish Museum of Natural History - Zoology Unit
a1d9fbbf-6c9b-4af4-bd6a-86337c789bb2,Phengaris,10.15468/tgkatp,http://creativecommons.org/licenses/by-nc/4.0/legalcode,8f9a6e03-a0ee-4a60-a08f-32463f36adeb,Musée des Confluences
4ce8e3f9-2546-4af1-b28d-e2eadf05dfd4,National Herbarium of Victoria (MEL) AVH data,10.15468/rhzrxw,http://creativecommons.org/licenses/by/4.0/legalcode,215fad6d-884d-4127-9635-fad209824cdf,Royal Botanic Gardens Victoria
965bbbd8-f762-11e1-a439-00145eb45e9a,Collection Mollusca SMF,10.15468/ohuexz,http://creativecommons.org/licenses/by/4.0/legalcode,c76cf030-2a95-11da-9cc1-b8a03c50a862,Senckenberg
374edb5d-8b71-4dfb-96f3-4ac464965d1d,Contribution to the knowledge of Limoniidae (Diptera: Tipuloidea): first records of 244 species from various European countries,10.3897/bdj.9.e67085,http://creativecommons.org/licenses/by/4.0/legalcode,750a8724-fa66-4c27-b645-bd58ac5ee010,Biodiversity Data Journal
35629239-0512-4efe-b342-fb7d613460ec,"Potamophylax coronavirus sp. n. (Trichoptera: Limnephilidae), a new species from Bjeshkët e Nemuna National Park in the Republic of Kosovo, with molecular and ecological notes",10.3897/bdj.9.e64486,http://creativecommons.org/licenses/by/4.0/legalcode,750a8724-fa66-4c27-b645-bd58ac5ee010,Biodiversity Data Journal
a307e4d7-1de2-4adc-95d5-a0a8d5f57236,Natural History Museum Rotterdam - Specimens,10.15468/kwqaay,http://creativecommons.org/licenses/by-nc/4.0/legalcode,3ead5cf3-2840-482e-bbd9-76380825be63,Natural History Museum Rotterdam
77678b97-f9c0-4037-8920-bd99a728c385,Distributional data on high altitude endemic taxa of beetles (Coleoptera) from neighbouring border areas of western Balkans,10.15468/mrj6pv,http://creativecommons.org/licenses/by-nc/4.0/legalcode,856529fb-02f1-4539-80c1-174f7231ef0f,Macedonian Ecological Society
6b5003f4-5ede-4dae-becb-c3c9094cd57d,Distributional data on high altitude endemic taxa of vascular plants from western Balkans,10.15468/4cfhz6,http://creativecommons.org/licenses/by-nc/4.0/legalcode,856529fb-02f1-4539-80c1-174f7231ef0f,Macedonian Ecological Society
a1e3d691-c4d9-4fdd-a52c-d6f377f57769,Classic localities of aquatic Arthropoda from the Western Balkans,10.15468/hv94tx,http://creativecommons.org/licenses/by-nc/4.0/legalcode,856529fb-02f1-4539-80c1-174f7231ef0f,Macedonian Ecological Society
e7731ade-2877-467e-a9d7-ac19cb1dafb4,Classic localities of terrestrial Mollusca from the Western Balkans,10.15468/8gf8cu,http://creativecommons.org/licenses/by-nc/4.0/legalcode,856529fb-02f1-4539-80c1-174f7231ef0f,Macedonian Ecological Society
eddd4649-f6e6-4c26-82d9-10367bb26dc9,Classic localities of cave dwelling Arthropoda (excl. Coleoptera) from the Western Balkans,10.15468/qhezg8,http://creativecommons.org/licenses/by-nc/4.0/legalcode,856529fb-02f1-4539-80c1-174f7231ef0f,Macedonian Ecological Society
8138eb72-f762-11e1-a439-00145eb45e9a,RBINS DaRWIN,10.15468/qxy4mc,http://creativecommons.org/licenses/by-nc/4.0/legalcode,e88c96a3-5884-4e51-a580-e417ca4c9eed,Royal Belgian Institute of Natural Sciences
0c4bf92b-95c9-4a2a-9756-67d98195459f,RBINS Bird collection,10.15468/4gzrjh,http://creativecommons.org/licenses/by-nc/4.0/legalcode,e88c96a3-5884-4e51-a580-e417ca4c9eed,Royal Belgian Institute of Natural Sciences
1af83152-24f7-4df7-afbc-b213b62175bb,Estonian University of Life Sciences Institute of Agricultural and Environmental Sciences Entomological Collection,10.15468/qn6223,http://creativecommons.org/licenses/by-nc/4.0/legalcode,32859580-c30c-4367-8a8a-71f00fc9f833,Estonian University of Life Sciences
c1492854-5d15-40e9-9ee7-24a18ac05112,Biodiversitätsdatenbank Salzburg,10.15468/3pf855,http://creativecommons.org/licenses/by-nc/4.0/legalcode,7a070ba0-bafb-11d9-8e53-b8a03c50a862,"Haus der Natur Salzburg, Museum für Natur und Technik"
d740f242-6c26-4229-9a8f-b63bfab63dc6,"GalliForm: Galliformes occurrence records from the Indo-Malay and Palaearctic, 1800-2008",10.15468/9825yw,http://creativecommons.org/licenses/by/4.0/legalcode,2963d877-8230-45bd-a223-544376275120,Newcastle University
69bbc9fb-a432-4945-bb4f-654bff3bc2de,Classic localities of endemic beetles (Coleoptera) from the Western Balkans,10.15468/89yerk,http://creativecommons.org/licenses/by-nc/4.0/legalcode,856529fb-02f1-4539-80c1-174f7231ef0f,Macedonian Ecological Society
834a4794-f762-11e1-a439-00145eb45e9a,Colección de plantas vasculares del herbario de la Universitat de València (VAL),10.15468/xmki52,http://creativecommons.org/licenses/by-nc/4.0/legalcode,8209258a-80e8-4094-aba2-a3febe5ed45b,"Botanical Garden, University of Valencia"
932e5fce-3e7d-4b29-9275-d0ea5a84e4b9,"Distribution of two rare taxa of caddisflies (Trichoptera: Rhyacophilidae, Polycentropodidae) from the Republic of Kosovo",10.3897/bdj.7.e46466,http://creativecommons.org/licenses/by/4.0/legalcode,750a8724-fa66-4c27-b645-bd58ac5ee010,Biodiversity Data Journal
15f819bd-6612-4447-854b-14d12ee1022d,Naturalis Biodiversity Center (NL) - Botany,10.15468/ib5ypt,http://creativecommons.org/publicdomain/zero/1.0/legalcode,396d5f30-dea9-11db-8ab4-b8a03c50a862,Naturalis Biodiversity Center
b1047888-ae52-4179-9dd5-5448ea342a24,Xeno-canto - Bird sounds from around the world,10.15468/qv0ksn,http://creativecommons.org/licenses/by-nc/4.0/legalcode,1f00d75c-f6fc-4224-a595-975e82d7689c,Xeno-canto Foundation for Nature Sounds
292a71df-588b-48fa-9ab5-29ae868ba88c,Bird ringing and recovery database (TIPU),10.15468/kht1r3,http://creativecommons.org/licenses/by/4.0/legalcode,39adeab9-6ec9-4c56-801e-7144d0eb630c,Finnish Museum of Natural History - Zoology Unit
962f59bc-f762-11e1-a439-00145eb45e9a,Collections and observation data National Museum of Natural History Luxembourg,10.15468/s2iu7d,http://creativecommons.org/publicdomain/zero/1.0/legalcode,75642970-f855-11dd-8235-b8a03c50a862,"National Museum of Natural History, Luxembourg"
c711c16e-8db5-4f66-aa06-03d9e472fbbc,"The Fungal, Lichen and Plant Collections at the Herbarium Marburgense",10.15468/7o2xuw,http://creativecommons.org/licenses/by/4.0/legalcode,0674aea0-a7e1-11d8-9534-b8a03c50a862,Staatliche Naturwissenschaftliche Sammlungen Bayerns
7b84c0a2-f762-11e1-a439-00145eb45e9a,Collection Crustacea - ZMB,10.15468/fwghff,http://creativecommons.org/licenses/by/4.0/legalcode,c76cf030-2a95-11da-9cc1-b8a03c50a862,Senckenberg
4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,"Museum of Comparative Zoology, Harvard University",10.15468/p5rupv,http://creativecommons.org/licenses/by-nc/4.0/legalcode,b4640710-8e03-11d8-b956-b8a03c50a862,"Museum of Comparative Zoology, Harvard University"
72309d40-0c1f-47d6-8008-33e687b7df7a,ZFMK DORSA,10.15468/iihdbo,http://creativecommons.org/licenses/by/4.0/legalcode,6e1cad80-bdf5-11d8-84ea-b8a03c50a862,Leibniz Institute for the Analysis of Biodiversity Change (LIB)
